,Handle,Text,tweet_clean
1078,@Hamzah_Saputraa,Draf Final RUU Cipta Kerja yang berjumlah 812 halaman itu diserahkan secara resmi oleh Indra Iskandar kepada Lydia Silvanna Djaman dihadapan para awak media.,draf final rancang undang undang cipta kerja halaman serah resmi indra iskandar lydia silvanna zaman hadap awak media
1079,@Hamzah_Saputraa,"Kehadiran Indra Iskandar diterima oleh Deputi Bidang Hukum dan Perundang-Undangan Kemensetneg, Lydia Silvanna Djaman, Rabu (14/10).

Dalam keterangan persnya Indra Iskandar menyampaikan bahwa Draf Final RUU Cipta Kerja telah diserahkan ke Kemensetneg.",hadir indra iskandar terima deputi bidang hukum undang undang kemensetneg lydia silvanna zaman rabu terang pers indra iskandar draf final rancang undang undang cipta kerja serah kemensetneg
1080,@Hamzah_Saputraa,"Bertempat di Gedung Utama Kementerian Sekretariat Negara (Kemensetneg), Sekretaris Jenderal Dewan Perwakilan Rakyat Republik Indonesia (Sekjen DPR RI) Indra Iskandar hadir untuk menyerahkan Draf Final Rancangan Undang-Undang (RUU) Cipta Kerja ke Kemensetneg.",tempat gedung utama menteri sekretariat negara kemensetneg sekretaris jenderal dewan wakil rakyat republik indonesia sekjen dewan wakil rakyat rakyat indonesia indra iskandar hadir serah draf final rancang undang undang rancang undang undang cipta kerja kemensetneg
1081,@AyudhiStella,Hoax pada UU Cipta Kerja yang pertama adalah uang pesangon. Di media sosial sudah banyak berita dan infografis yng beredar tentang draft RUU Cipta Kerja yang menghilangkan pesangon.,hoax undang undang cipta kerja uang sangon media sosial berita informasi graifk edar draf rancang undang undang cipta kerja hilang sangon
1082,@HukumOnline,"Setidaknya ada 4 pelanggaran prosedur mulai dari penyusunan, pembahasan pengesahan RUU Cipta Kerja.Pelanggaran Prosedur dapat Membuat UU Cipta Kerja Batal Oleh: Rizky Argama*)
Setidaknya ada 4 pelanggaran prosedur mulai dari penyusunan, pembahasan pengesahan RUU Cipta Kerja.
hukumonline.com",langgar prosedur susun bahas kesah rancang undang undang cipta kerja langgar prosedur undang undang cipta kerja batal rizky agama langgar prosedur susun bahas kesah rancang undang undang cipta kerja
1083,@WulanWulandra,Pokok pembahasan Ruu Cipta Kerja.  Gali pengetahuan anda seputaran omnibus law di sini.,pokok bahas rancang undang undang cipta kerja gali tahu putar omnibus law
1084,@Syehans1,"RUU  KPK rakyat protes
RUU MINERBA rakyat protes
RUU HIP rakyat protes
RUU CIPTA KERJA rakyat/ buruh protes

ENG ING ENG SEKARANG

RUU BPIP",rancang undang undang kpk rakyat protes rancang undang undang mineral batubara rakyat protes rancang undang undang rakyat protes rancang undang undang cipta kerja rakyat buruh protes eng ing eng rancang undang undang badan bina ideologi pancasila
1085,@Demokrat_TV,"Tirani Mayoritas Politik dan RUU Cipta Kerja
Oleh: Azyumardi Azra
Di Harian Kompas, Hari Ini

#ruuciptakerja",tirani mayoritas politik rancang undang undang cipta kerja azyumardi azra hari kompas
1086,@Doblehkabur19,Ada yang sadar gak si? Dimana berita covid-19 mulai tak di denger lagi di sosmed dilambungin kek kanan berita RUU Cipta kerja. Apakah ini namanya covid-19 yah,sadar si mana berita covid dengar sosial media lambung kayak kanan berita rancang undang undang cipta kerja nama covid ya
1087,@rahmadiheru88,"Membalas 
@lukasomanalu@budhihermanto
° saya mengagumi...
 Buya 
@BuyaSyafii
 
penikmat twit-twit Beliau dan tulisan tentang Buya di ;
@SerambiBuya
@the_geotimes
° ""Belum"" baca twit Beliau tentang RUU Cipta Kerja.",balas kagum buya nikmat tweet tweet beliau tulis buya baca tweet beliau rancang undang undang cipta kerja
1088,@Edy_sono,"Membalas 
@tempodotco
 dan 
@RismaayunurYg penting paham dan mengerti isi ruu ciptakerja..., Bukan soal lama atau sebentar bro..
Emang baca komik ga pake lama...,
Kalo komik ada karikatur, ga baca jg bisa senyum2 mengerti...",balas paham erti isi rancang undang undang cipta kerja sebentar bro emang baca komik pakai komik karikatur baca erti
1089,@akang_hero,"Baleg Akui Draf RUU Cipta Kerja yang Beredar Belum FinalBaleg Akui Draf RUU Cipta Kerja yang Beredar Belum Final
Baleg Akui Draf RUU Cipta Kerja yang Beredar Belum Final, keputusan tingkat II. Agar anggota DPR, DPR Fraksi Partai Demokrat Herman Khaeron
hermankhaeron.info",baleg aku draf rancang undang undang cipta kerja edar final aku draf rancang undang undang cipta kerja edar final baleg aku draf rancang undang undang cipta kerja edar final putus tingkat anggota dewan wakil rakyat dewan wakil rakyat fraksi partai demokrat herman khaeron herman khaeron informasi
1090,@Agungsyh_,"Menurut bg Hotman, RUU OMNIBUSLAW cipta kerja justru menguntungkan buruh.
Lantas kenapa ditolak?
Kemakan hoax kah?",banget hotman rancang undang undang omnibus law cipta kerja untung buruh lantas tolak makan hoax
1091,@_menolaklupa,"namun, UU Cipta Kerja melanggar asas kejelasan rumusan. 

Karena waktu masih jadi RUU pencantuman pasal perubahan langsung digabungkan dengan pasal lama sehingga menyulitkan siapapun yang membacanya.

apalagi buat kita orang-orang awam yang memang kurang ngerti cara baca UU/RUU.",undang undang cipta kerja langgar asas jelas rumus rancang undang undang cantum pasal ubah langsung gabung pasal sulit baca orang orang awam erti baca undang undang rancang undang undang
1092,@taeyutaro,"Membalas 
@MikaYutachanPasti terakhir kali yg jaman demo ruu cipta kerja :)",balas kali zaman demo rancang undang undang cipta kerja
1093,@MikelSumar,"Manfaat RUU CiptakerjaManfaat UU Cipta Kerja bagi Masyarakat
Infografik.
beritasatu.com",manfaat rancang undang undang cipta kerja manfaat undang undang cipta kerja masyarakat informasi graifk
1094,@farid_wajdi70,"Tuips, kuyy menyimak kuliah 
@feriamsari
 soal aksi demo RUU Cipta Kerja dan isu menurunkan presiden",tuips ayo simak kuliah aksi demo rancang undang undang cipta kerja isu turun presiden
1095,@aindraku,"Ini beda naskah RUU Cipta Kerja setebal 905 halaman yang diketuk palu di sidang paripurna DPR 5 Oktober 2020 lalu dengan naskah setebal 812 halaman yang diserahkan kepada presiden hari ini. 
~ 
@MataNajwa
 ~

#MataNajwaCiptaKerjaManaFaktaManaDusta",beda naskah rancang undang undang cipta kerja tebal halaman ketuk palu sidang paripurna dewan wakil rakyat oktober naskah tebal halaman serah presiden
1096,@JamesHitler19,"Naskah final UU Cipta Kerja tdk  akan berbeda dari keputusan Panitia Kerja RUU Ciptaker Setelah dilakukan finalisasi, substansi UU Ciptaker tdk ada yg berubah, karena finalisasi tsbt hanya berupa hal teknis sprt memperbaiki kesalahan kecil dlm pengetikan. https://partainasdem.id/read/11760/2020/10/14/uu-cipta-kerja-tidak-keluar-jalur…Partai NasDem dan 9 lainnya",naskah final undang undang cipta kerja beda putus panitia kerja rancang undang undang cipta kerja final substansi undang undang cipta kerja ubah final teknis baik salah keti
1097,@GilvaRevansca,"Tau kan kmaren kmaren Indonesia dinobatkan jadi negara maju? Nah RUU Cipta Kerja ini langkah awal utk meningkatkan Indonesia dari middle income trap

#ruuciptakerja #dpr #ciptakerja #tolakomnibuslaw #omnibuslawciptakerja #omnibuslawlapangankerja #manfaatciptakerja
#yakinudahbaca",kemarin kemarin indonesia nobat negara maju rancang undang undang cipta kerja langkah tingkat indonesia middle income jebak
1098,@AlifKamal__,"...RUU Cipta Kerja tidak akan berdampak banyak untuk menciptakan lapangan pekerjaan. Yang terjadi justru regulasi ini akan memperkuat oligarki...

#RezimSatuPersenMengapa UU Cipta Kerja tidak menciptakan lapangan kerja tapi memperkuat oligarki
UU Cipta kerja disinyalir hanya memperkaya kalangan atas dan merugikan kalangan bawah.
theconversation.com",rancang undang undang cipta kerja dampak cipta lapang kerja regulasi kuat oligarki undang undang cipta kerja cipta lapang kerja kuat oligarki undang undang cipta kerja sinyalir kaya kalang rugi kalang
1100,@lukasomanalu,"Kalau benar, tidak mungkin sampai segila itu mereka mencatut nama Buya Syafii Maarif seolah merestui RUU Cipta Kerja. Tweet Kutipan
Budhi Hermanto
@budhihermanto
 · 13 Okt
Klarifikasi ya, wahai para pendukung omnibus law yang terhormat. Poster seolah Buya Maarif merestui RUU cipta Kerja, bukan dari Buya Syafii Maarif.
Tampilkan utas ini",gila catut nama buya syafii maarif restu rancang undang undang cipta kerja tweet kutip budhi hermanto oktober klarifikasi ya dukung omnibus law hormat poster buya maarif restu rancang undang undang cipta kerja buya syafii maarif tampil utas
1101,@arempeg,"RUU CIPTA KERJA: PROSES LEGISLASI YANG UGAL-UGALANRUU CIPTA KERJA: PROSES LEGISLASI YANG UGAL-UGALAN
sabili.co - Berdasarkan UU No. 12 tahun 2011 sebagaimana telah diubah dengan UU No. 15 tahun 2019 tentang Pembentukan Peraturan Perundang-undangan (UU P3), terdapat 5 tahapan proses legislasi. Yakni,...
sabili.co",rancang undang undang cipta kerja proses legislasi ugal ugalan rancang undang undang cipta kerja proses legislasi ugal ugalan sabil dasar undang undang tahi ubah undang undang tahi bentuk atur undang undang undang undang tahap proses legislasi sabil
1102,@prayoga448,Menangkal hoax tentang ruu cipta kerja di medsos,tangkal hoax rancang undang undang cipta kerja media sosial
1104,@beritamalam_,"Terlibat Skandal Jokowi dan DPR Dalam Pengesahan RUU Cipta KerjaTerlibat Skandal Jokowi dan DPR Dalam Pengesahan RUU Cipta Kerja
Skandal pengesahan Cipta Kerja telah menjadi perbincangan hangat sejak 5 Oktober 2020 dan telah menjadi salah satu konflik di Indonesia.
beritamalam.com",libat skandal jokowi dewan wakil rakyat kesah rancang undang undang cipta kerja libat skandal jokowi dewan wakil rakyat kesah rancang undang undang cipta kerja skandal kesah cipta kerja bincang hangat oktober salah konflik indonesia
1106,@cnyteams,"Menanggapi aspirasi Masyarakat, H. Ade Sugianto Bupati Kabupaten Tasikmalaya, mendukung penolakan RUU Omnibus Law Cipta Kerja.

.
.
.
.
#No2
#Tasik
#NoUrut2
#SabaSapa
#AdeCecep
#HadeYakin
#TasikHade
#TasikYakin
#CNYTeams
#AdeSugianto
#Tasikmalaya
#PilkadaTasik",tanggap aspirasi masyarakat h ade sugianto bupati kabupaten tasikmalaya dukung tolak rancang undang undang omnibus law cipta kerja bagus malaya
1107,@BaskoroBagas,"Seharusnya buruh yg bekerja di kapal” besar di sebutnya nelayan pekerja jadi ada definisi tersendiri termasuk jaminan” kesehatan yg skrg sdh pada di jalankan jdi RUU cipta kerja tinggal menyempurnakan definisi nelayan pekerja. Kalau nelayan kecil memang harus pake range GT minimTweet Kutipan
www.suhana.web.id
@suhanaipb
 · 15 Okt
Kompas, Kamis, 15/10/2020",buruh kapal nelayan kerja definisi sendiri jamin sehat jalan rancang undang undang cipta kerja tinggal sempurna definisi nelayan kerja nelayan pakai jarang minim tweet kutip suhana web oktober kompas kamis
1108,@abi_ranata,"Mata Najwa:
Ketidakterbukaan jadi Penyebab Hoaks RUU Cipta Kerja?",mata najwa ketidakterbukaan sebab hoax rancang undang undang cipta kerja
1109,@abi_ranata,"Mata Najwa:
Di Balik Aneka Versi Naskah RUU Cipta Kerja",mata najwa aneka versi naskah rancang undang undang cipta kerja
1110,@iyeeeennnn,"dia cm modal percaya panja sm baleg kalo emang gaada pasal 'selundupan' di ruu yang disahkan mereka kmrn. yauda abis itu diparaf sm mereka dan dibawa ke paripurna buat diketok sah. kira kira pandangannya gmn?
sumber : narasi tv mata najwa part1 ciptakerja : mana fakta mana dusta",cm modal percaya panitia kerja baleg emang pasal selundup rancang undang undang sah kemarin ya habis paraf bawa paripurna ketok sah pandang sumber narasi televisi mata najwa cipta kerja fakta dusta
1111,@kyungdoomed_,"Membalas 
@teaboyz_kalo aku awalnya ngejelasin pengertian omnibuslaw / ruu cipta kerja dulu, terus baru pendapatku tentang masalah ini gimana sama ngejelasin kenapa kok banyak yang mempermasalahkan tentang omnibuslaw ini, kurang lebih aku seperti itu sih",balas erti omnibus law rancang undang undang cipta kerja dapat masalah omnibus law sih
1112,@felixielcvie,"Membalas 
@chocolatemantul
 dan 
@ensitiassambleFb yaa
TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#TolakOmnibusLaw
#tolakruuciptakerja
#BatalkanOmnibusLaw",balas ya tolak rancang undang undang cipta kerja
1113,@Haji_Bajuri,"Cipta Kerja: Mana Fakta Mana Dusta - Di Balik Aneka Versi Naskah RUU Cip... https://youtu.be/z03XHv55Kpo lewat 
@YouTubeCipta Kerja: Mana Fakta Mana Dusta - Di Balik Aneka Versi Naskah RUU...
Naskah UU Cipta Kerja yang diserahkan kepada Presiden Jokowi disinyalir berbeda dari naskah yang disahkan lewat sidang paripurna DPR. Dengan tegas, Wakil Ket...
youtube.com",cipta kerja fakta dusta aneka versi naskah rancang undang undang cipta
1114,@faizakbarf,RUU cipta kerja apa berlaku untuk pekerjaan seperti mereka ? #ciptakerja #ruuciptakerja,rancang undang undang cipta kerja laku kerja
1116,@sitiftmwti,Bijak hadapi hoax omnibus Law RUU Cipta kerja isu yang beredar upah buruh dihitung per jam pakai tidak beli dan isu yang beredar jaminan sosial hilang pakainya juga dibantah,bijak hadap hoax omnibus law rancang undang undang cipta kerja isu edar upah buruh hitung jam pakai beli isu edar jamin sosial hilang pakai ban
1118,@gemilang06,"Membalas 
@willona_007
 dan 
@airlangga_hrtMari kita baca 9 keuntungan dari RUU Cipta kerja utk masyarakat.
#OBLBuatRakyatSejahtera",balas baca untung rancang undang undang cipta kerja masyarakat
1120,@bloomsvnf,"Dosen gue bilang tadi perkara ruu cipta kerja ""mahasiswa yang turun ke jalan itu, biarpun belum baca isi semua ruu nya, bukan maksudnya mau demo2an. Mereka mikir pasti ada yang keliru, makanya mereka berani ngomong""",dosen bilang perkara rancang undang undang cipta kerja mahasiswa turun jalan biar baca isi rancang undang undang maksud pikir keliru berani omong
1121,@i_am_indonesia8,RUU Cipta Kerja Beri Perlindungan Bagi Korban Pekerja PHK,rancang undang undang cipta kerja lindung korban kerja phk
1122,@gemilang06,"Membalas 
@crown_abieAda program BPJS yg baru di RUU Cipta Kerja. coba di baca dl ya gaesss
Yg pasti #OBLBuatRakyatSejahtera",balas program badan selenggara jamin sosial rancang undang undang cipta kerja coba baca ya teman
1123,@willona_007,"-
RUU Cipta Kerja mendorong Reformasi Regulasi & Debirokratisasi sehingga Pelayanan Pemerintah akan Lebih Efisien, Mudah dan Pasti dengan adanya Penerapan Norma. 
@airlangga_hrt
Berikut 9 manfaat RUU Cipta Kerja bagi masyarakat

#OBLBuatRakyatSejahteraDitolak Buruh, Pemerintah Klaim Ada 9 Keuntungan RUU Omnibus Law Cipta Kerja bagi Masyarakat »...
JAKARTA, JOGLOSEMARNEWS.COM – Pemerintah bersama dengan Dewan Perwakilan Rakyat (DPR) telah menyepakati Rancanan Undang-Undang (RUU) Ominbus Law Cipta Kerja. Selanjutnya, RUU tersebut bakal dibawa ke...
joglosemarnews.com",rancang undang undang cipta kerja dorong reformasi regulasi debirokratisasi layan perintah efisien mudah terap norma manfaat rancang undang undang cipta kerja masyarakat buruh perintah klaim untung rancang undang undang omnibus law cipta kerja masyarakat jakarta joglosemarnews perintah dewan wakil rakyat dewan wakil rakyat pakat rancang undang undang rancang undang undang omnibus law cipta kerja rancang undang undang bawa
1124,@princes66934439,"pasal 156 RUU Cipta Kerja

#OBLBuatSejahteraRakyat",pasal rancang undang undang cipta kerja
1125,@Diegosanrose18,"wait a minute, koreksi dikit:

banyak orang-orang yg ditinggalkan dlm pembahasan RUUCiptaKerja, UU Cipta Kerja ini dari OLIGARKI, oleh OLIGARKI, untuk OLIGARKI
karena itu #OmnibusLawTidakTransparan ~ Bung BuzzerPemerintahTweet Kutipan
Fadjroel Rachman
@fadjroeL
 · 14 Okt
Tak ada seorang pun yang ditinggalkan dalam pembahasan #UUCiptaKerja UNDANG-UNDANG CIPTA KERJA INI DARI RAKYAT, OLEH RAKYAT, UNTUK RAKYAT karena itu
#OmnibusLawTransparan
 ~ #Jubir #BungJubir @JubirPresidenRI #UuCiptaKerjaTRANSPARAN",tunggu a mute koreksi orang orang tinggal bahas rancang undang undang cipta kerja undang undang cipta kerja oligarki oligarki oligarki buzzer perintah tweet kutip fadjroel rachman oktober tinggal bahas undang undang cipta kerja rakyat rakyat rakyat
1126,@MonitorJadul,"Dalam proses perjalanan sebelum menjadi undang-undang yang sah, RUU Cipta Kerja telah melakukan prosedur dan ketentuan dalam menyusun RUU Cipta Kerja #UUCiptaKerja #MataNajwa",proses jalan undang undang sah rancang undang undang cipta kerja prosedur tentu susun rancang undang undang cipta kerja
1127,@oreoregalll,"Saya sedang butuh banyak responden untuk mengisi form tentang Kontraversi RUU Cipta, saya minta tolong bantuannya untuk tugas kuliah saya. Terimakasih yang sudah membantu 
http://forms.gle/bKQx8sggGK7P67Jp7…

#ruuciptakerja 
#ruuciptaker
#UUCiptaKerja 
#OmnibusLaw
#tolongbantumahasiswa",butuh responden isi formulir kontraversi rancang undang undang cipta tolong bantu tugas kuliah terima kasih bantu
1128,@memiii_____,"Membalas 
@01Hariyan
 @account4044
 dan 
@TRANS7Ya Indonesia contohnya. Selai masalah ketenagakerjaan, RUU Cipta Kerja juga bisa menjadi masalah bagi lingkungan karena memberikan 'karpet merah' kepada industri batu bara yang notabenenya adalah industri 'kotor'.",balas indonesia contoh selai ketenagakerjaan rancang undang undang cipta kerja lingkung karpet merah industri batu bara notabene industri kotor
1129,@bkpm,"Penguatan sektor pertanian melalui RUU ini idealnya disikapi positif oleh para pelaku usaha, para petani dan seluruh pekerja pertanian di Indonesia. Yuk kenali lebih banyak hal positif dari RUU Cipta Kerja terutama yang terkait dengan pertanian.",kuat sektor tani rancang undang undang ideal sikap positif laku usaha tani kerja tani indonesia ayo kenal positif rancang undang undang cipta kerja kait tani
1130,@iqbalalghi,"Tirani Mayoritas Politik dan RUU Cipta KerjaTirani Mayoritas Politik dan RUU Cipta Kerja
Persetujuan pengesahan RUU Cipta Kerja memperlihatkan kemunduran praksis demokrasi dalam lembaga publik. Pengesahan itu sekaligus menjadi salah satu penanda utama meningkatnya tirani mayoritas...
kompas.id",tirani mayoritas politik rancang undang undang cipta kerja tirani mayoritas politik rancang undang undang cipta kerja tuju kesah rancang undang undang cipta kerja mundur fraksi demokrasi lembaga publik kesah salah tanda utama tingkat tirani mayoritas kompas
