,Handle,Text,Emojis,Comments,Likes,Retweets,remove_user,remove_symbol,remove_duplicate_char,remove_emojis,tweet_clean,thai_account
12939,@Tika54,#KRPIPerppuBatalkanUUCipker sehingga muncul catatan lain bahaya klaster ketenagakerjaan “yang katanya draft final RUU Cipta Kerja” yang selanjutnya disahkan menjadi UU Cipta Kerja terkait :,,,2,3,#KRPIPerppuBatalkanUUCipker sehingga muncul catatan lain bahaya klaster ketenagakerjaan “yang katanya draft final RUU Cipta Kerja” yang selanjutnya disahkan menjadi UU Cipta Kerja terkait :, sehingga muncul catatan lain bahaya klaster ketenagakerjaan “yang katanya draft final RUU Cipta Kerja” yang selanjutnya disahkan menjadi UU Cipta Kerja terkait :, sehingga muncul catatan lain bahaya klaster ketenagakerjaan “yang katanya draft final RUU Cipta Kerja” yang selanjutnya disahkan menjadi UU Cipta Kerja terkait :,sehingga muncul catatan lain bahaya kluster ketenagakerjaan yang katanya draf final rancangan undang undang cipta kerja yang selanjutnya disahkan menjadi undang undang cipta kerja terkait,muncul catat bahaya kluster ketenagakerjaan draf final rancang undang undang cipta kerja sah undang undang cipta kerja kait,False
12946,@tempodotco,"Polisi Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja https://metro.tempo.co/read/1394030/polisi-tangkap-40-siswa-yang-akan-ikut-demonstrasi-menolak-ruu-cipta-kerja?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #TempoMetroPolisi Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja
Menurut polisi para siswa sudah berada di lokasi-lokasi demonstrasi sejak tadi malam.
metro.tempo.co",,,4,4,"Polisi Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja https://metro.tempo.co/read/1394030/polisi-tangkap-40-siswa-yang-akan-ikut-demonstrasi-menolak-ruu-cipta-kerja?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #TempoMetroPolisi Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja
Menurut polisi para siswa sudah berada di lokasi-lokasi demonstrasi sejak tadi malam.
metro.tempo.co","Polisi Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja https://metro.tempo.co/read/1394030/polisi-tangkap-40-siswa-yang-akan-ikut-demonstrasi-menolak-ruu-cipta-kerja?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit…  Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja
Menurut polisi para siswa sudah berada di lokasi-lokasi demonstrasi sejak tadi malam.
metro.tempo.co","Polisi Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja https://metro.tempo.co/read/1394030/polisi-tangkap-40-siswa-yang-akan-ikut-demonstrasi-menolak-ruu-cipta-kerja?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit…  Tangkap 40 siswa yang Akan Ikut Demonstrasi Menolak RUU Cipta Kerja
Menurut polisi para siswa sudah berada di lokasi-lokasi demonstrasi sejak tadi malam.
metro.tempo.co",polisi tangkap siswa yang akan ikut demonstrasi menolak rancangan undang undang cipta kerja,polisi tangkap siswa demonstrasi tolak rancang undang undang cipta kerja,False
12948,@jinganmu,"Arema merapat Ooy 
TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya",,,1,24,"Arema merapat Ooy 
TOLAK RUU CIPTA KERJA!

#TolakOmnibusLaw
#GagalkanOmnibusLaw 
#JegalSampaiGagal 
#JEGALSAMPAIBATAL
#MosiTidakPercayaDPRRI 
#DPRRIKhianatiRakyat
#IndonesiaDalamBahaya","Arema merapat Ooy 
TOLAK RUU CIPTA KERJA!


 
 

 

","Arema merapat Ooy 
TOLAK RUU CIPTA KERJA!


 
 

 

",arema merapat oi tolak rancangan undang undang cipta kerja,arema rapat oi tolak rancang undang undang cipta kerja,False
12966,@Sang_P3tu4l4nk,"Inilah salah satu alasannya kenapa pemerintah meloloskan RRU cipta kerja tdk lain utk memberikan jaminan buat para pencari kerja mendapatkan hak nya. 
Hayo kita dukung pemerintah 
#CiptaKerjaLapanganKerja 
#RUUCiptaKerja",👍,6.0,25,44,"Inilah salah satu alasannya kenapa pemerintah meloloskan RRU cipta kerja tdk lain utk memberikan jaminan buat para pencari kerja mendapatkan hak nya. 
Hayo kita dukung pemerintah 
#CiptaKerjaLapanganKerja 
#RUUCiptaKerja","Inilah salah satu alasannya kenapa pemerintah meloloskan RRU cipta kerja tdk lain utk memberikan jaminan buat para pencari kerja mendapatkan hak nya. 
Hayo kita dukung pemerintah 
 
","Inilah salah satu alasannya kenapa pemerintah meloloskan RRU cipta kerja tdk lain utk memberikan jaminan buat para pencari kerja mendapatkan hak nya. 
Hayo kita dukung pemerintah 
 
",inilah salah satu alasannya kenapa pemerintah meloloskan rancangan undang undang cipta kerja tidak lain untuk memberikan jaminan buat para pencari kerja mendapatkan hak  ayo kita dukung pemerintah,salah alas perintah lolos rancang undang undang cipta kerja jamin cari kerja hak ayo dukung perintah,False
12981,@GreenpeaceID,"Semenjak RUU Cipta Kerja disahkan menjadi Undang-undang, tagar #MosiTidakPercaya bergaung di sosial media, menuntut agar Omnibus Law dibatalkan. Tapi sebenernya apa sih Mosi Tidak Percaya?

#TolakOmnibusLaw #BatalkanOmnibusLaw #gagalkanomnibuslaw",,5.0,82,169,"Semenjak RUU Cipta Kerja disahkan menjadi Undang-undang, tagar #MosiTidakPercaya bergaung di sosial media, menuntut agar Omnibus Law dibatalkan. Tapi sebenernya apa sih Mosi Tidak Percaya?

#TolakOmnibusLaw #BatalkanOmnibusLaw #gagalkanomnibuslaw","Semenjak RUU Cipta Kerja disahkan menjadi Undang-undang, tagar  bergaung di sosial media, menuntut agar Omnibus Law dibatalkan. Tapi sebenernya apa sih Mosi Tidak Percaya?

  ","Semenjak RUU Cipta Kerja disahkan menjadi Undang-undang, tagar  bergaung di sosial media, menuntut agar Omnibus Law dibatalkan. Tapi sebenernya apa sih Mosi Tidak Percaya?

  ",semenjak rancangan undang undang cipta kerja disahkan menjadi undang undang tagar bergaung di sosial media menuntut agar omnibus law dibatalkan tapi sebenarnya apa sih mosi tidak percaya,semenjak rancang undang undang cipta kerja sah undang undang tagar gaung sosial media tuntut omnibus law batal sih mosi percaya,False
12985,@yusuf_dumdum,"Setelah aksi WO Partai Demokrat, beredar video yang menarasikan Benny K Harman mendukung RUU Cipta Kerja.

Jadi bagaimana?

Sudah saya bilang, kebenaran akan selalu menemukan jalannya.
Jangan mau dibodohi. Awas Corona #UUCiptaKerjaHarapanRakyat",,135.0,606,958,"Setelah aksi WO Partai Demokrat, beredar video yang menarasikan Benny K Harman mendukung RUU Cipta Kerja.

Jadi bagaimana?

Sudah saya bilang, kebenaran akan selalu menemukan jalannya.
Jangan mau dibodohi. Awas Corona #UUCiptaKerjaHarapanRakyat","Setelah aksi WO Partai Demokrat, beredar video yang menarasikan Benny K Harman mendukung RUU Cipta Kerja.

Jadi bagaimana?

Sudah saya bilang, kebenaran akan selalu menemukan jalannya.
Jangan mau dibodohi. Awas Corona ","Setelah aksi WO Partai Demokrat, beredar video yang menarasikan Benny K Harman mendukung RUU Cipta Kerja.

Jadi bagaimana?

Sudah saya bilang, kebenaran akan selalu menemukan jalannya.
Jangan mau dibodohi. Awas Corona ",setelah aksi keluar partai demokrat beredar video yang menarasikan benny k harman mendukung rancangan undang undang cipta kerja jadi bagaimana sudah saya bilang kebenaran akan selalu menemukan jalannya jangan mau dibodohi awas corona,aksi partai demokrat edar video narasi benny k harman dukung rancang undang undang cipta kerja bilang benar temu jalan bodoh awas corona,False
12997,@heyBee614,"Aku di jalan, kalian bantu naikkan ht yaa

TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#tolakomnisbuslaw
#tolakruuciptakerja",,,2,3,"Aku di jalan, kalian bantu naikkan ht yaa

TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#tolakomnisbuslaw
#tolakruuciptakerja","Aku di jalan, kalian bantu naikkan ht yaa

TOLAK RUU CIPTA KERJA







","Aku di jalan, kalian bantu naikkan ht yaa

TOLAK RUU CIPTA KERJA







",aku di jalan kalian bantu naikkan heard trough ya tolak rancangan undang undang cipta kerja,jalan bantu naik heard trough ya tolak rancang undang undang cipta kerja,False
13008,@LILApama2011,"Dengan demikian, industri dapat menyesuaikan biaya produksinya di daerah tersebut.  UMP itu diatur dalam pasal 88C-88G RUU Cipta Kerja.

Awas Covid #UUCiptaKerjaHarapanRakyat",,1.0,6,3,"Dengan demikian, industri dapat menyesuaikan biaya produksinya di daerah tersebut.  UMP itu diatur dalam pasal 88C-88G RUU Cipta Kerja.

Awas Covid #UUCiptaKerjaHarapanRakyat","Dengan demikian, industri dapat menyesuaikan biaya produksinya di daerah tersebut.  UMP itu diatur dalam pasal 88C-88G RUU Cipta Kerja.

Awas Covid ","Dengan demikian, industri dapat menyesuaikan biaya produksinya di daerah tersebut.  UMP itu diatur dalam pasal 88C-88G RUU Cipta Kerja.

Awas Covid ",dengan demikian industri dapat menyesuaikan biaya produksinya di daerah tersebut ump itu diatur dalam pasal rancangan undang undang cipta kerja awas covid,industri sesuai biaya produksi daerah ump atur pasal rancang undang undang cipta kerja awas covid,False
13010,@LILApama2011,"RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid #UUCiptaKerjaHarapanRakyat",,1.0,7,3,"RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid #UUCiptaKerjaHarapanRakyat","RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid ","RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid ",rancangan undang undang cipta kerja tidak akan menurunkan upah minimum dan tidak menangguhkannya apalagi menghapusnya dari regulasi ketenagakerjaan untuk itu tolong catat itu dengan huruf kapital awas covid,rancang undang undang cipta kerja turun upah minimum tangguh hapus regulasi ketenagakerjaan tolong catat huruf kapital awas covid,False
13011,@LILApama2011,"Faktanya tidak seperti itu. RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid #UUCiptaKerjaHarapanRakyat",,1.0,8,7,"Faktanya tidak seperti itu. RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid #UUCiptaKerjaHarapanRakyat","Faktanya tidak seperti itu. RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid ","Faktanya tidak seperti itu. RUU Cipta Kerja tidak akan menurunkan Upah Minimum dan tidak menangguhkannya, apalagi menghapusnya dari regulasi ketenagakerjaan. Untuk itu, tolong catat itu dengan huruf kapital. 
Awas Covid ",faktanya tidak seperti itu rancangan undang undang cipta kerja tidak akan menurunkan upah minimum dan tidak menangguhkannya apalagi menghapusnya dari regulasi ketenagakerjaan untuk itu tolong catat itu dengan huruf kapital awas covid,fakta rancang undang undang cipta kerja turun upah minimum tangguh hapus regulasi ketenagakerjaan tolong catat huruf kapital awas covid,False
13013,@LILApama2011,"Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta Kerja menghapus Upah Minimum, dan digantikan dengan upah per jam.

Awas Covid #UUCiptaKerjaHarapanRakyatBeredar Hoax UMP akan Dihapus, Ini Fakta Sebenarnya dalam RUU Cipta Kerja - Omnibus Law Cipta Kerja
Ciptakerja.com – Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta...
ciptakerja.com",,2.0,18,35,"Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta Kerja menghapus Upah Minimum, dan digantikan dengan upah per jam.

Awas Covid #UUCiptaKerjaHarapanRakyatBeredar Hoax UMP akan Dihapus, Ini Fakta Sebenarnya dalam RUU Cipta Kerja - Omnibus Law Cipta Kerja
Ciptakerja.com – Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta...
ciptakerja.com","Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta Kerja menghapus Upah Minimum, dan digantikan dengan upah per jam.

Awas Covid  Hoax UMP akan Dihapus, Ini Fakta Sebenarnya dalam RUU Cipta Kerja - Omnibus Law Cipta Kerja
Ciptakerja.com – Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta...
ciptakerja.com","Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta Kerja menghapus Upah Minimum, dan digantikan dengan upah per jam.

Awas Covid  Hoax UMP akan Dihapus, Ini Fakta Sebenarnya dalam RUU Cipta Kerja - Omnibus Law Cipta Kerja
Ciptakerja.com – Beredar luas kabar bohong dan liar yang menyebut bahwa Rancangan Undang-undang (RUU) Cipta...
ciptakerja.com",beredar luas kabar bohong dan liar yang menyebut bahwa rancangan undang undang rancangan undang undang cipta kerja menghapus upah minimum dan digantikan dengan upah  jam awas covid hoax ump akan dihapus ini fakta sebenarnya dalam rancangan undang undang cipta kerja omnibus law cipta kerja beredar luas kabar bohong dan liar yang menyebut bahwa rancangan undang undang rancangan undang undang cipta,edar luas kabar bohong liar sebut rancang undang undang rancang undang undang cipta kerja hapus upah minimum ganti upah jam awas covid hoax ump hapus fakta rancang undang undang cipta kerja omnibus law cipta kerja edar luas kabar bohong liar sebut rancang undang undang rancang undang undang cipta,False
13015,@tjhinfar21,"1 .Mendirikan usaha jadi lebih mudah

Sblm disahkannya RUU Cipta Kerja, utk mendirikan PT hrs menyetorkan uang krg lbh 50 an jt 

Hal ini dihapuskan sehingga byk UMKM bs jadi PT resmi dgn mdh tanpa birokrasi yg ribet

Awas Corona #UUCiptaKerjaHarapanRakyat",,70.0,151,275,"1 .Mendirikan usaha jadi lebih mudah

Sblm disahkannya RUU Cipta Kerja, utk mendirikan PT hrs menyetorkan uang krg lbh 50 an jt 

Hal ini dihapuskan sehingga byk UMKM bs jadi PT resmi dgn mdh tanpa birokrasi yg ribet

Awas Corona #UUCiptaKerjaHarapanRakyat","1 .Mendirikan usaha jadi lebih mudah

Sblm disahkannya RUU Cipta Kerja, utk mendirikan PT hrs menyetorkan uang krg lbh 50 an jt 

Hal ini dihapuskan sehingga byk UMKM bs jadi PT resmi dgn mdh tanpa birokrasi yg ribet

Awas Corona ","1 .Mendirikan usaha jadi lebih mudah

Sblm disahkannya RUU Cipta Kerja, utk mendirikan PT hrs menyetorkan uang krg lbh 50 an jt 

Hal ini dihapuskan sehingga byk UMKM bs jadi PT resmi dgn mdh tanpa birokrasi yg ribet

Awas Corona ",mendirikan usaha jadi lebih mudah sebelum disahkannya rancangan undang undang cipta kerja untuk mendirikan pt harus menyetorkan uang kurang lebih an juta hal ini dihapuskan sehingga banyak usaha mikro kecil menengah bisa jadi pt resmi dengan mudah tanpa birokrasi yang ribet awas corona,diri usaha mudah sah rancang undang undang cipta kerja diri pt setor uang an juta hapus usaha mikro tengah pt resmi mudah birokrasi ribet awas corona,False
13044,@bagus_t3jo,"RUU Ciptakerja atau Omnibus Law sebenarnya menguntungkan pekerja. Tapi mengapa banyak yg memelintirkannya yaaa
#FaktaOmnibusLaw
@jokowi
 @narkosun
 @WahabisLokal",,,1,2,"RUU Ciptakerja atau Omnibus Law sebenarnya menguntungkan pekerja. Tapi mengapa banyak yg memelintirkannya yaaa
#FaktaOmnibusLaw

 
 ","RUU Ciptakerja atau Omnibus Law sebenarnya menguntungkan pekerja. Tapi mengapa banyak yg memelintirkannya yaaa


 
 ","RUU Ciptakerja atau Omnibus Law sebenarnya menguntungkan pekerja. Tapi mengapa banyak yg memelintirkannya y 3


 
 ",rancangan undang undang cipta kerja atau omnibus law sebenarnya menguntungkan pekerja tapi mengapa banyak yang memelintirkannya y,rancang undang undang cipta kerja omnibus law untung kerja melintir y,False
13069,@PerekonomianRI,"#KilasEkon

Pengesahan RUU Cipta Kerja masih memberikan sentimen positif.

#AmanProduktif
#UntukEkonomiIndonesia",,,6,7,"#KilasEkon

Pengesahan RUU Cipta Kerja masih memberikan sentimen positif.

#AmanProduktif
#UntukEkonomiIndonesia","

Pengesahan RUU Cipta Kerja masih memberikan sentimen positif.


","

Pengesahan RUU Cipta Kerja masih memberikan sentimen positif.


",pengesahan rancangan undang undang cipta kerja masih memberikan sentimen positif,kesah rancang undang undang cipta kerja sentimen positif,False
13070,@Aspek_Indonesia,"Kajian dr Buruh, Mahasiswa & Akademisi merupakan kajian RUU Cipta Kerja yang dipelajari & dibandingkan dgn UU 13 tahun 2003 
Kehilangan Jaminan Kepastian Kerja, Jaminan Kepastian Upah & Jaminan Sosial
Merupakan ANCAMAN dari Omnibus Law
#MahasiswaTurunKejalan 
#BatalkanOmnibusLaw",,1.0,50,63,"Kajian dr Buruh, Mahasiswa & Akademisi merupakan kajian RUU Cipta Kerja yang dipelajari & dibandingkan dgn UU 13 tahun 2003 
Kehilangan Jaminan Kepastian Kerja, Jaminan Kepastian Upah & Jaminan Sosial
Merupakan ANCAMAN dari Omnibus Law
#MahasiswaTurunKejalan 
#BatalkanOmnibusLaw","Kajian dr Buruh, Mahasiswa & Akademisi merupakan kajian RUU Cipta Kerja yang dipelajari & dibandingkan dgn UU 13 tahun 2003 
Kehilangan Jaminan Kepastian Kerja, Jaminan Kepastian Upah & Jaminan Sosial
Merupakan ANCAMAN dari Omnibus Law
 
","Kajian dr Buruh, Mahasiswa & Akademisi merupakan kajian RUU Cipta Kerja yang dipelajari & dibandingkan dgn UU 13 tahun 2003 
Kehilangan Jaminan Kepastian Kerja, Jaminan Kepastian Upah & Jaminan Sosial
Merupakan ANCAMAN dari Omnibus Law
 
",kajian dari buruh mahasiswa akademisi merupakan kajian rancangan undang undang cipta kerja yang dipelajari dibandingkan dengan undang undang tahi kehilangan jaminan kepastian kerja jaminan kepastian upah jaminan sosial merupakan ancaman dari omnibus law,kaji buruh mahasiswa akademisi kaji rancang undang undang cipta kerja ajar banding undang undang tahi hilang jamin pasti kerja jamin pasti upah jamin sosial ancam omnibus law,False
13085,@Tika54,"#KRPIPerppuBatalkanUUCipker Mengapa isi draft final berbeda dengan keputusan rapat panja RUU Cipta Kerja, Minggu, 27 September 2020, di Hotel Swissbell Tangerang? (lihat dokumentasi di tayangan TV Parlemen yang saat itu menyiarkan secara live)",,,7,6,"#KRPIPerppuBatalkanUUCipker Mengapa isi draft final berbeda dengan keputusan rapat panja RUU Cipta Kerja, Minggu, 27 September 2020, di Hotel Swissbell Tangerang? (lihat dokumentasi di tayangan TV Parlemen yang saat itu menyiarkan secara live)"," Mengapa isi draft final berbeda dengan keputusan rapat panja RUU Cipta Kerja, Minggu, 27 September 2020, di Hotel Swissbell Tangerang? (lihat dokumentasi di tayangan TV Parlemen yang saat itu menyiarkan secara live)"," Mengapa isi draft final berbeda dengan keputusan rapat panja RUU Cipta Kerja, Minggu, 27 September 2020, di Hotel Swissbell Tangerang? (lihat dokumentasi di tayangan TV Parlemen yang saat itu menyiarkan secara live)",mengapa isi draf final berbeda dengan keputusan rapat panitia kerja rancangan undang undang cipta kerja minggu september di hotel swissbell tangerang lihat dokumentasi di tayangan televisi parlemen yang saat itu menyiarkan secara live,isi draf final beda putus rapat panitia kerja rancang undang undang cipta kerja minggu september hotel swissbell tangerang lihat dokumentasi tayang televisi parlemen siar live,False
