,user_account,tweet,tweet_clean,label
1126,@kitasiyapa,"kehadiran Rancangan Undang-Undang (RUU) Cipta Kerja sangat dibutuhkan untuk menjawab tantangan terbesar, yaitu mempertahankan dan menyediakan lapangan kerja sebanyak mungkin. 
#OBLBuatRakyatSejahteraOmnibus Law Masih Ditolak Rakyat, Ida Fauziyah Jelaskan Urgensi dan Manfaat RUU Cipta Kerja -...
Banyak berita mengenai UU Cipta Kerja yang menyebar di masyarakat.
tasikmalaya.pikiran-rakyat.com",hadir rancang undang undang rancang undang undang cipta kerja butuh tantang besar tahan sedia lapang kerja law tolak rakyat ida fauziyah urgensi manfaat rancang undang undang cipta kerja berita undang undang cipta kerja sebar masyarakat tasikmalaya pikir,1
1127,@sbn_bejoo,"Presiden 
@jokowi
 kemudian menyampaikan ke 
@DPR_RI
 mengenai RUU Cipta Kerja tsb.

#OmnibusLawTaatProsedural",presiden rancang undang undang cipta kerja,1
1128,@Robert__Moses,"#OmnibusLawTaatProsedural 

Setalah itu kemudia RUU Cipta Kerja tersebut di tetapkan bahwa RUU itu sebagai Prolegnas Prioritas thn 2020 dan DPR pun menetapkan RUU Cipta Kerja pada saat rapat paripurna 22 Januari 2020",seta rancang undang undang cipta kerja tetap rancang undang undang program legislatif nasional prioritas dewan wakil rakyat tetap rancang undang undang cipta kerja rapat paripurna januari,1
1129,@putranyarayhan,"Misal WNA mau bikin bandara di Indonesia (karena ruu cipta kerja sdh disahkn) mungkin karena bandara tsb miliknya 100% bisa aja dia nyeludupin narkoba, tenaga asing, dll ke Indonesia. blm lagi klo mengakusisi di sektor laut, pelabuhan misalnya. Bisa sembarangan parkir kapal2ny",wna bikin bandara indonesia rancang undang undang cipta kerja sah bandara milik selundup narkoba tenaga asing dll indonesia akuisisi sektor laut labuh sembarang parkir,1
1130,@Hanifah933," Ketika Masuk tahapan Konsultasi Publik banyak Diskusi Publik untk membahas Draft RUU Omnibus Law Cipta Kerja d Lingkungan Kampus ato Akademisi, seperti di UNAIR, UGM, UIN Jakarta, UNPAD n Universitas Trisakti! 

Sosialisasi dilakukan bkn diam2 gaes! 

#OmnibusLawTaatProsedural",masuk tahap konsultasi publik diskusi publik bahas draf rancang undang undang omnibus law cipta kerja d lingkung kampus akademisi unair ugm uin jakarta unpad n universitas trisakti sosialisasi teman,1
1131,@proklamatorbaru,"Meluruskan hoax yang beredar tentang RUU Cipta Kerja!!
Agar jangan mudah terprovokasi

Awas Korona #KadrunMakarTunggangiOBL",lurus hoax edar rancang undang undang cipta kerja mudah provokasi awas corona,1
1132,@_daRNo_,"RUU OBL Cipta Kerja masuk Tahap Finalisasi 15 Januari 2020

#OmnibusLawTaatProsedural",rancang undang undang omnibus law cipta kerja masuk tahap final januari,1
1133,@Satbinmaskubur1,"Hi!Pontianak - Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

https://kumparan.com/hipontianak/peserta-demo-tolak-omnibus-law-di-pontianak-yang-kelelahan-dievakuasi-polisi-1uNkC7pSNKz?utm_source=kumMobile&utm_medium=whatsapp&utm_campaign=share&shareID=cJzKzIG9eqRa…",hai pontianak serta aksi unjuk tolak omnibus law rancang undang undang cipta kerja dewan wakil rakyat daerah kalimantan barat selasa paksa awat medis lemas pagar pintu masuk kantor dewan wakil rakyat daerah kalimantan barat,1
1134,@AdeHudan,"Membalas 
@DiwaAulia
 dan 
@yourgalbaeSoal RUU cipta kerja bang,kenapa cipta kerja cuma single.knp gak rilis EP atau album.kan lagunya begini nadanya begitu",balas rancang undang undang cipta kerja bang cipta kerja single rilis episode album lagu nada,1
1135,@imedianid,"Sebelumnya beredar draf RUU Cipta Kerja dengan tebal 1208. 905 dan 1035 halaman...

Beredar Draf Terbaru RUU Cipta Kerja Setebal 812 Halaman, Ini yang Final? https://imedia.id/2020/10/beredar-draf-terbaru-ruu-cipta-kerja-setebal-812-halaman-ini-yang-final/…",edar draf rancang undang undang cipta kerja tebal halaman edar draf baru rancang undang undang cipta kerja tebal halaman final,1
1136,@MamiaAja,"Pada 7 Februari 2020, Presiden selaku Kepala Negara, menyampaikan RUU Cipta Kerja kepada DPR RI.

#OmnibusLawTaatProsedural",februari presiden kepala negara rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia,1
1137,@bangyupi_006,"Ruu sapuh jagad untuk menenggelamkan rakyat

RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan TradisionalRUU Cipta Kerja Tenggelamkan Nelayan Kecil dan Tradisional - Greenpeace Indonesia
Jakarta, 7 Oktober 2020 – Koalisi Masyarakat Sipil untuk Perikanan dan Kelautan Berkelanjutan (KORAL) secara tegas menolak RUU Cipta Kerja yang disahkan Dewan Perwakilan Rakyat (DPR) pada Senin...
greenpeace.org",rancang undang undang sapu jagad tenggelam rakyat rancang undang undang cipta kerja tenggelam nelayan tradisional rancang undang undang cipta kerja tenggelam nelayan tradisional greenpeace indonesia jakarta oktober koalisi masyarakat sipil ikan laut lanjut koral tolak rancang undang undang cipta kerja sah dewan wakil rakyat dewan wakil rakyat senin greenpeace orang,0
1138,@Mtuhasan02,"Membalas 
@Robert__MosesSepakat kita dukung.lewat RUU cipta Kerja utk

#CegahKorupsiDenganOBL",balas dukung rancang undang undang cipta kerja,1
1139,@tribunnewswiki,"RUU Cipta Kerja Disahkan, Apakah Pekerja yang Mengundurkan Diri Dapat Pesangon?RUU Cipta Kerja Disahkan, Apakah Pekerja yang Mengundurkan Diri Dapat Pesangon? - Tribunnewswiki.com
UU Cipta Kerja membuka peluang bagi pekerja yang mengundurkan diri untuk menerima pesangon sama seperti pekerja yang terkena PHK.
tribunnewswiki.com",rancang undang undang cipta kerja sah kerja undur sangon rancang undang undang cipta kerja sah kerja undur sangon undang undang cipta kerja buka peluang kerja undur terima sangon kerja kena phk,1
1140,@willona_007,"-
4. DIAJUKAN ke DPR RI

Tanggal 12 Pebruari  2020
Naskah RUU Cipta Kerja dan Surat Presiden kepada ketua 
@DPR_RI
 dan wakil ketua, melalui Menko Perekonomian bersama Menteri terkait

#OmnibusLawTaatProsedural",aju dewan wakil rakyat rakyat indonesia tanggal februari naskah rancang undang undang cipta kerja surat presiden ketua wakil ketua menteri koordinator ekonomi menteri kait,1
1141,@kemenkopmk,"Halo #SahabatPMK , sejak awal Pemerintah menyampaikan RUU Cipta Kerja pada 14 Februari 2020, naskahnya sudah bisa diakses di laman resmi https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…

#OmnibusLawTransparanKemenko Perekonomian RI",halo perintah rancang undang undang cipta kerja februari naskah akses laman resmi,1
1142,@mitatarmila,Prabowo lalu menyoroti aksi pembakaran dalam demo menolak omnibus law RUU Cipta Kerja. Prabowo yakin ada dalangnya dan itu pihak asing.,prabowo sorot aksi bakar demo tolak omnibus law rancang undang undang cipta kerja prabowo dalang asing,1
1145,@FPKSDPRRI,"QnA RUU Cipta Kerja.

Bagaimana proses penolakan PKS selama ini terhadap RUU Cipta Kerja ?

#fraksipksdprri
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",sesi rancang undang undang cipta kerja proses tolak pks rancang undang undang cipta kerja,1
1146,@upik_dk,"Cukup banyak pihak yang sebenarnya belum mengerti dan memahami secara keseluruhan isi dari RUU Cipta Kerja. Jadi kalau ada berita jangan langsung diterima gitu aja, cari dulu lah faktanya kek gimana  #DamaiIndonesiaPulih",erti paham isi rancang undang undang cipta kerja berita langsung terima cari fakta kayak,1
1148,@farid_wajdi70,"Tuips, kuyy menyimak kuliah 
@feriamsari
 soal aksi demo RUU Cipta Kerja dan isu menurunkan presiden",tuips ayo simak kuliah aksi demo rancang undang undang cipta kerja isu turun presiden,1
1149,@ORoegian,"Membalas 
@nahdlatululama
 dan 
@saidaqilApa pihak yg setuju dan yg menolak pegang asli UU Cipta Kerja yg telah disahkan? Kalau2 cuma pegang copy RUU yg artinya, sikap SETUJU atau MENOLAK jadi INVALID !!",balas tuju tolak pegang asli undang undang cipta kerja sah pegang copy rancang undang undang sikap tuju tolak invalid,0
1150,@panitiaasbmptn,"Membalas 
@sweetieeyzRUU cipta kerja, RUU KUHP, RUU KPK",balas cipta kerja rancang undang undang kitab undang undang hukum pidana rancang undang undang kpk,1
1151,@Hanifah933,"Tuips yuk disimak Mekanisme Penyusunan Awal dari RUU Cipta Kerja agar bisa tahu urut2anny biar g terjadi Kesalahpaham Informasi ! 

#OmnibusLawTaatProsedural",tuips ayo simak mekanisme susun rancang undang undang cipta kerja biar g salah paham informasi,1
1152,@felixielcvie,"Membalas 
@chocolatemantul
 dan 
@ensitiassambleFb yaa
TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#TolakOmnibusLaw
#tolakruuciptakerja
#BatalkanOmnibusLaw",balas ya tolak rancang undang undang cipta kerja,1
1154,@oreoregalll,"Saya sedang butuh banyak responden untuk mengisi form tentang Kontraversi RUU Cipta, saya minta tolong bantuannya untuk tugas kuliah saya. Terimakasih yang sudah membantu 
http://forms.gle/bKQx8sggGK7P67Jp7…

#ruuciptakerja 
#ruuciptaker
#UUCiptaKerja 
#OmnibusLaw
#tolongbantumahasiswa",butuh responden isi formulir kontraversi rancang undang undang cipta tolong bantu tugas kuliah terima kasih bantu,1
1156,@terkembang_4817,"Proses evakuasi korban peserta aksi demonstrasi RUU Cipta Kerja oleh tim PMI Kabupaten Banyumas. 

Kamis, Malam (15-10)

https://instagram.com/p/CGXoxOtHi8T/?igshid=16k39s03dtcm4…",proses evakuasi korban serta aksi demonstrasi rancang undang undang cipta kerja tim pmi kabupaten banyumas kamis malam,1
1158,@KokoMoscow,"Faktanya, pesangon dan umr masih ada di RUU cipta kerja
#KadrunMakarTunggangiOBL",fakta sangon umr rancang undang undang cipta kerja,1
1159,@Feby_R,"Membalas 
@tempodotcoRUU cipta kerja 
RUU cipta kerja fix 
RUU cipta kerja fix banget 
RUU cipta kerja udah lah fix ini mah",balas cipta kerja rancang undang undang cipta kerja rancang undang undang cipta kerja banget rancang undang undang cipta kerja,1
1160,@tjhinfar21,"2.Menyampaikan ke Presiden

Setelah semua naskah akademisi dan RUU Cipta kerja di drafting maka draft tersebut diserahkan ke Presiden 
Dan masuk tahap finalisasi per tgl 15 Januari 2020

#OmnibusLawTaatProsedural",presiden naskah akademisi rancang undang undang cipta kerja draf draf serah presiden masuk tahap final tanggal januari,1
1161,@seetherainbow4,"Membalas 
@twitposGua jadi curiga kenapa pemerintah bersikeras supaya RUU cipa kerja tetep di sahkan, emang Ada apa sih sebenernya dibalik RUU Cipta Kerja yg bikin mereka maksa2 gini",balas curiga perintah sikeras rancang undang undang cipta kerja sah emang sih balik rancang undang undang cipta kerja bikin gin,0
1164,@sbn_bejoo,"Dalam prosesnya RUU Cipta Kerja jg melewati masa diskusi publik diberbagai Universitas ternama di Indonesia guna mengkaji materi yg ada didalam RUU teb sdh sesuai apa blm.

#OmnibusLawTaatProsedural",proses rancang undang undang cipta kerja lewat diskusi publik bagai universitas nama indonesia kaji materi dalam rancang undang undang sesuai,1
1165,@ignroberto,"Me reading Draft RUU Cipta Kerja demi kerjaanTweet Kutipan
-
@iyarset
 · 13 Okt
Aku bisa kayak gini baru sama kamu aja.",baca draf rancang undang undang cipta kerja kerja tweet kutip oktober kayak gin,1
1166,@mmynameistaken,"Kangennya kalo dikumpulin udah kayak jumlah pasal di RUU Cipta Kerja.

Udah banyak, bikin pusing lagi~",kangen kumpul kayak pasal rancang undang undang cipta kerja bikin pusing,0
1167,@BangHerry19,Demonya sdh habis??? RUU Cipta Kerja masih kokoh???? Is is issssss,demo habis rancang undang undang cipta kerja kokoh isss,1
1168,@Rizkykibil,"Ayo dong DPR RI hapus RUU cipta kerja, kasian temen saya yang dipabrik. Nanti gasombong lagi kalo gajinya kecil",ayo dewan wakil rakyat rakyat indonesia hapus rancang undang undang cipta kerja kasi teman pabrik sombong gaji,0
1169,@khoirurezky,"RUU_Cipta_Kerja_Revisi_Fix_Oke_Banget_812_Hal_CuklahTweet Kutipan
Khoirul Rezky
@khoirurezky
 · 12 Okt
RUU Cipta Kerja
RUU Cipta Kerja Revisi
RUU CIPTA Kerja Fix
RUU Cipta Kerja Fix Banget
RUU Cipta Kerja Fix Oke Banget          
RUU Cipta Kerja Fix Oke Banget Masya Allah
RUU Cipta Kerja Final 900 Hal
RUU Cipta Kerja Final 1035 Hal Fix Oke Banget Masya Allah",kutip khoirul rezky oktober rancang undang undang cipta kerja rancang undang undang cipta kerja revisi rancang undang undang cipta kerja rancang undang undang cipta kerja banget rancang undang undang cipta kerja oke banget rancang undang undang cipta kerja oke banget masya allah rancang undang undang cipta kerja final rancang undang undang cipta kerja final oke banget masya allah,1
1171,@VanantaraCom,Sementara itu di media sosial muncul tagar  #MosiTidakPercaya. Tagar tersebut menjadi topik terpopuler di Twitter Indonesia. Mereka sudah tak lagi mempercayai DPR dan pemerintah usai mengesahkan RUU Cipta Kerja yang penuh kontroversi.,media sosial muncul tagar tagar topik populer twitter indonesia percaya dewan wakil rakyat perintah kesah rancang undang undang cipta kerja penuh kontroversi,0
1172,@Mtuhasan02,"Saudara ku yg demo² menolak RUU Cipta Kerja,sdh baca isi nya blm?,demo memang bener di jamin uu,tp demo yg beradap juga bos ku,jgn anarkis,merusak fasum dan melawan petugas,sampaikan orasi kalian dgn damai.ok bos ku.

Saya percaya 
 #OBLWujudkanIndonesiaMaju

Bagaimana dgn anda??",saudara demo tolak rancang undang undang cipta kerja baca isi demo jamin undang undang demo adap bos anarkis rusak fasilitas lawan tugas orasi damai oke bos percaya,1
1173,@lintaskalteng1,"TERKAIT OMNIBUS LAW RUU CIPTA KERJA, PLT. GUBERNUR KALTENG MINTA MEDIA PROAKTIF MELURUSKAN PEMBERITAANTERKAIT OMNIBUS LAW RUU CIPTA KERJA, PLT. GUBERNUR KALTENG MINTA MEDIA PROAKTIF MELURUSKAN PEMBER...
PALANGKA RAYA | Plt. Gubernur Kalimantan Tengah (Kalteng) Habib Ismail Bin Yahya menghadiri Rapat Koordinasi (Rakor) Sinergitas Kebijakan Pusat dan Daerah dalam Pelaksanaan Regulasi Omnibus Law Ran…
lintaskalteng.com",kait omnibus law rancang undang undang cipta kerja laksana tugas gubernur kalimantan media proaktif lurus berita kait omnibus law rancang undang undang cipta kerja laksana tugas gubernur kalimantan media proaktif lurus beri palangka raya laksana tugas gubernur kalimantan kalimantan habib ismail bin yahya hadir rapat koordinasi rapat koordinasi sinergitas bijak pusat daerah laksana regulasi omnibus law ran,1
1174,@UmarSyarif2013,Sikap PBNU sendiri menolak terhadap pengesahan RUU Omnibus Law Cipta Kerja dan akan melakukan uji materi atau judicial review Undang-Undang Omnibus Law Cipta Kerja ke Mahkamah Konstitusi (MK). Awas Korona #KadrunMakarTunggangiOBL,sikap urus nahdlatul ulama tolak kesah rancang undang undang omnibus law cipta kerja uji materi judicial review undang undang omnibus law cipta kerja mahkamah konstitusi mahkamah konstitusi awas corona,0
1175,@polsekbuaysand1,Himbauan dari Kadus I Desa Gunung Terang Kecamatan Buay Sandang Aji untuk tidak ikut serta dalam unjuk rasa menolak RUU Omnibus law Cipta Kerja.,himbau kadus desa gunung terang camat buai sandang unjuk tolak rancang undang undang omnibus law cipta kerja,1
1176,@bagkumhambogor,"Pengesahan RUU Cipta Kerja Berdampak Pada Regulasi di Kota Bogor

https://adhyaksafoto.com/2020/10/pengesahan-ruu-cipta-kerja-berdampak.html… @ Bogor, Indonesia https://instagram.com/p/CGQ5_dulDNr/?igshid=dgkv5ul9hgz8…Pengesahan RUU Cipta Kerja Berdampak Pada Regulasi di Kota Bogor | Adhyaksa Foto Indonesia
  KOTA BOGOR -Pemerintah Daerah Kota Bogor melalui Bagian Hukum dan HAM telah menginventarisir dampak pengesahan Undang-Undang Cipta kerja ...
adhyaksafoto.com",kesah rancang undang undang cipta kerja dampak regulasi kota bogor,1
1179,@mnursiddiq,"Dalam Proleg RUU Cipta Kerja, Pemerintah berperan dlm mengusulkan proleg serta menyusun NA & RUU, DPR berperan dalam DIM dan pembahasan RUU, keduanya baik sama sama mengesahkan RUU menjadi UU. Jadi kedua lembaga berperan dalam prolegnas ini.",program legislatif rancang undang undang cipta kerja perintah peran usul program legislatif susun na rancang undang undang dewan wakil rakyat peran bahas rancang undang undang kesah rancang undang undang undang undang lembaga peran program legislatif nasional,1
1180,@Baranewsaceh,"Aksi Demo Tolak Ruu Cipta Kerja di Kabupaten Tenggerang Berlangsung Damai https://youtu.be/Ue7b7RbNVmE lewat 
@YouTubeAksi Demo Tolak Ruu Cipta Kerja di Kabupaten Tenggerang Berlangsung...
youtube.com",aksi demo tolak rancang undang undang cipta kerja kabupaten tangerang damai,1
1181,@ridwan_banjari,"Membalas 
@Kemenag_RIKalo maksud nonformal dalam RUU Cipta Kerja ini bagaimana min.....??",balas maksud nonformal rancang undang undang cipta kerja min,1
1184,@myozhyme,"Tudingan sekelompok masyarakat dan pengamat yang menyatakan RUU Cipta Kerja Omnibus Law dibuat secara sembunyi-sembunyi dan di ruang gelap, sama sekali tidak benar.

#OmnibusLawTransparan",tuding kelompok masyarakat amat rancang undang undang cipta kerja omnibus law sembunyi sembunyi ruang gelap,1
1185,@Joglosemarnews,"Prabowo: Gerindra Paling Keras Menyaring RUU Cipta KerjaPrabowo: Gerindra Paling Keras Menyaring RUU Cipta Kerja » JOGLOSEMAR NEWS
JAKARTA, JOGLOSEMARNEWS.COM  – Menteri Pertahanan  sekaligus Ketua Umum Partai Gerindra, Prabowo Subianto mengatakan, partainya paling keras dalam menyaring RUU Cipta Kerja sebelum akhirnya disahkan...
joglosemarnews.com",prabowo gerindra keras nyaring rancang undang undang cipta kerja prabowo gerindra keras nyaring rancang undang undang cipta kerja joglosemar news jakarta joglosemarnews menteri tahan ketua partai gerindra prabowo subianto partai keras nyaring rancang undang undang cipta kerja sah,1
1186,@matafakta1,"Aksi RUU Cipta Kerja, Pusat Perbelanjaan Blok M Squar Sepi PengunjungAksi RUU Cipta Kerja, Pusat Perbelanjaan Blok M Squar Sepi Pengunjung
BERITA JAKARTA - Sejumlah pertokoan di kawasan pusat perbelanjaan Blok M Squar di Jakarta Selatan, tampak sepi pengunjung dampak adanya aksi unjuk rasa menolak UU Cipta Kerja atau Omnibus Law di...
matafakta.com",aksi rancang undang undang cipta kerja pusat belanja blok m squar sepi unjuk aksi rancang undang undang cipta kerja pusat belanja blok m squar sepi unjung berita jakarta toko kawasan pusat belanja blok m squar jakarta selatan sepi unjung dampak aksi unjuk tolak undang undang cipta kerja omnibus law,1
1187,@emakrempongs,"Sejumlah ormas Islam seperti FPI, GNPF Ulama, PA 212, dan HRS Center memberikan respons pasca pemerintah dan DPR menyetujui RUU Cipta Kerja menjadi undang-udang. Awas Korona
#KadrunMakarTunggangiOBL7 Poin Pernyataan Sikap FPI, GNPF Ulama, PA 212, dan HRS Center Soal UU Cipta Kerja
Ormas Islam seperti FPI, GNPF Ulama, PA 212, dan HRS Center memberikan respons atas disahkannya UU Cipta Kerja oleh DPR. Para ormas itu menolak UU yang dia...
jpnn.com",organisasi massa islam front bela islam gera nasiaonl awal fatwa ulama pusat respons pasca perintah dewan wakil rakyat tuju rancang undang undang cipta kerja undang udang awas corona poin nyata sikap front bela islam gera nasiaonl awal fatwa ulama pusat undang undang cipta kerja organisasi massa islam front bela islam gera nasiaonl awal fatwa ulama pusat respons sah undang undang cipta kerja dewan wakil rakyat organisasi massa tolak undang undang,1
