,user_account,tweet,clean_tweet,sentimen
521,@tjhinfar21,"5. Diajukan ke DPR RI utk bahas

Menko Perekonomian  bersama Menteri terkait menyerahkan surat Presiden dan naskah RUU Cipta Kerja kepada ketua DPR dan wakil ketua DPR RI tgl 12 Feb 2020
@DPR_RI
Waspada Korona
#CiptaKerjaBangunBangsa",aju dewan wakil rakyat rakyat indonesia bahas menteri koordinator ekonomi menteri kait serah surat presiden naskah rancang undang undang cipta kerja ketua dewan wakil rakyat wakil ketua dewan wakil rakyat rakyat indonesia tanggal februari waspada corona,1
522,@tjhinfar21,"4. RUU Cipta kerja ditetapkan sebagai prolegnas prioritas 2020

DPR RI menetapkan RUU Cipta Kerja sebagai Program Legislasi Nasional
Prioritas tahun 2020 di Rapat Paripurna 22 Januari 2020

Waspada Korona
#CiptaKerjaBangunBangsa",rancang undang undang cipta kerja tetap program legislatif nasional prioritas dewan wakil rakyat rakyat indonesia tetap rancang undang undang cipta kerja program legislasi nasional prioritas tahi rapat paripurna januari waspada corona,1
523,@tjhinfar21,"3.Menyampaikan ke Presiden

Setelah semua naskah akademisi dan RUU Cipta kerja di drafting maka draft tersebut diserahkan ke Presiden 
Dan masuk tahap finalisasi per tgl 15 Januari 2020

Waspada Korona
#CiptaKerjaBangunBangsa",presiden naskah akademisi rancang undang undang cipta kerja draf draf serah presiden masuk tahap final tanggal januari waspada corona,1
524,@Kantahpadang,"#Repost 
@atr_bpn
 

Halo #SobATRBPN prosedur dan Program Legislasi Nasional (Prolegnas) dan pembahasan RUU Cipta Kerja di DPR RI telah ditaati oleh DPR RI, DPD RI, dan Pemerintah.

#OmnibusLawTaatProsedur 
#UUCiptaKerja",halo prosedur program legislasi nasional program legislatif nasional bahas rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia taat dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah,1
525,@Kantahpadang,"3. RUU Cipta Kerja ditetapkan sebagai Prolegnas Prioritas Tahun 2020

#OmnibusLawTaatProsedur 
#UUCiptaKerja",rancang undang undang cipta kerja tetap program legislatif nasional prioritas tahi,1
526,@Rerebaper,"Tak ada yang direnggut dari pihak pekerja dari tercipta nya RUU cipta kerja, yang perlu kita waspadai ancaman intelijen asing yang ingin memecah belah bangsa kita dan mengambil sumber daya alam kita
#CiptaKerjaBangunBangsaUU Cipta Kerja Tidak Merampas Tanah Rakyat : Okezone Economy
Pengadaan tanah untuk kepentingan umum dalam pasal 121 UU Cipta Kerja sama sekali tidak mengubah makna dan cara penguasaan - Property - okezone economy
economy.okezone.com",renggut kerja cipta rancang undang undang cipta kerja waspada ancam intelijen asing pecah belah bangsa ambil sumber daya alam cipta kerja rampas tanah rakyat okezone ekonomi ada tanah penting pasal undang undang cipta kerja ubah makna kuasa properti okezone ekonomi ekonomi,1
527,@AdeliaFaraa,"Negara mana di bumi ini yang ingin membuat sengsara rakyatnya jika ada berarti pemerintahannya ga ada AKHLAK. Dalam RUU cipta kerja banyak manfaat bagi rakyat  #CiptaKerjaBangunBangsaKekhawatiran UU Cipta Kerja Sengsarakan Rakyat Dinilai Sangat Tidak Mendasar
Kekhawatiran UU Cipta Kerja menyengsarakan rakyat sangat absurd, tidak memiliki justifikasi filosofis, yuridis, dan sosiologis.
jpnn.com",negara bumi sengsara rakyat perintah akhlak rancang undang undang cipta kerja manfaat rakyat undang undang cipta kerja sengsara rakyat nilai dasar khawatir undang undang cipta kerja sengsara rakyat absurd milik justifikasi filosofis yuridis sosiologis,1
528,@AnggreiniMelly,"RUU cipta Kerja memberikan banyak dampak positif untuk meningkatkan kesejahteraan masyarakat

Waspada Korona
#CiptaKerjaBangunBangsa",rancang undang undang cipta kerja dampak positif tingkat sejahtera masyarakat waspada corona,1
529,@WulanWulandra,Digital kita maju guys adanya RUU Cipta Kerja. Simak nih!,digital maju teman rancang undang undang cipta kerja simak,1
530,@mediablitar,"Usai Disahkan, Bank Dunia Dukung Pelaksanaan RUU Cipta Kerja di IndonesiaUsai Disahkan, Bank Dunia Dukung Pelaksanaan RUU Cipta Kerja di Indonesia - Media Blitar
Presiden Joko Widodo (Jokowi) mengutip pernyataan Bank Dunia atas diterbitkannya Omnibus Law RUU Cipta Kerja di Indonesia.
mediablitar.pikiran-rakyat.com",sah bank dunia dukung laksana rancang undang undang cipta kerja indonesia sah bank dunia dukung laksana rancang undang undang cipta kerja indonesia media blitar presiden joko widodo jokowi kutip nyata bank dunia terbit omnibus law rancang undang undang cipta kerja indonesia media blitar pikir,1
531,@_Tita13_,"Dirinya mengaku sudah mengajak bicara perwakilan buruh selama pengerjaan RUU Cipta Kerja yang kini telah disahkan oleh DPR RI. Waspada Korona
#CiptaKerjaBangunBangsa",aku ajak bicara wakil buruh kerja rancang undang undang cipta kerja sah dewan wakil rakyat rakyat indonesia waspada corona,1
532,@helenqianzy3,"Omnibus Law RUU Cipta Kerja justru akan berdampak positif.
Waspada Korona
#CiptaKerjaBangunBangsaKekhawatiran UU Cipta Kerja Sengsarakan Rakyat Dinilai Sangat Tidak Mendasar
Kekhawatiran UU Cipta Kerja menyengsarakan rakyat sangat absurd, tidak memiliki justifikasi filosofis, yuridis, dan sosiologis.
jpnn.com",omnibus law rancang undang undang cipta kerja dampak positif waspada corona undang undang cipta kerja sengsara rakyat nilai dasar khawatir undang undang cipta kerja sengsara rakyat absurd milik justifikasi filosofis yuridis sosiologis,1
533,@silentreadeer,"#CiptaKerjaBangunBangsa

1. Sejak Omnibus Law UU Cipta Kerja dibahas, banyak pihak yg menolak RUU tsb krn dinilai merugikan masyarakat khususnya buruh...

Faktanya UU Ciptaker ini banyak sekali pasal"" yg menguntungkan buruh.. 

Waspada KoronaSoal UU Cipta Kerja, Luhut: Tidak Ada dalam Omnibus Law yang Merugikan Rakyat - Sonora.id
Sejak Omnibus Law dibahas, banyak pihak lapisan masyarakat yang menolak RUU tersebut karena dinilai merugikan masyarakat
sonora.id",omnibus law undang undang cipta kerja bahas tolak rancang undang undang nilai rugi masyarakat buruh fakta undang undang cipta kerja pasal untung buruh waspada corona undang undang cipta kerja luhut omnibus law rugi rakyat sonora omnibus law bahas lapis masyarakat tolak rancang undang undang nilai rugi masyarakat sonora,1
534,@eduandoo,"Dlm pasal 79 RUU Cipta Kerja pengusaha wajib memberikan cuti panjang yg diatur dlm perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama!

#CiptaKerjaBangunBangsa",pasal rancang undang undang cipta kerja usaha wajib cuti atur janji kerja atur usaha janji kerja,1
535,@Takarina07,"Kabar bohong atau hoaks (hoax) mengenai omnibus law Rancangan Undang-Undang (RUU) Cipta Kerja yang telah disahkan menjadi undang-undang dalam rapat paripurna DPR ramai beredar di masyarakat. 
https://inews.id/news/nasional/beredar-hoaks-omnibus-law-uu-cipta-kerja-ini-faktanya?page=all…
Waspada Korona
#CiptaKerjaBangunBangsa",kabar bohong hoax hoax omnibus law rancang undang undang rancang undang undang cipta kerja sah undang undang rapat paripurna dewan wakil rakyat ramai edar masyarakat,0
536,@Papuakuindo,RUU Cipta Kerja sebagai terobosan hukum yang nantinya dapat memudahkan disemua sektor dan bidang untuk melakukan pekerjaannya. Pada akhirnya gagasan Omnibus Law diwujudkan pada RUU Cipta Kerja yang mempunyai tujuan untuk memudahkan penciptaan lapangan kerja.,rancang undang undang cipta kerja terobos hukum mudah semua sektor bidang kerja gagas omnibus law wujud rancang undang undang cipta kerja tuju mudah cipta lapang kerja,1
537,@polsek_dolok,Bhabinkamtibmas Aipda W. Sihombing menyerahkan buku *meluruskan berita hoax RUU cipta kerja* kepada manager Bpk Akiem guna untuk di perbanyak dan diberikan kepada karyawan buruhnya satu persatu,bhabinkamtibmas aipda w sihombing serah buku lurus berita hoax rancang undang undang cipta kerja manajer akiem banyak karyawan buruh satu,1
538,@polsek_dolok,Bhabinkamtibmas Aipda W. Sihombing menyerahkan buku *meluruskan berita hoax RUU cipta kerja* kepada Amin Bunhok selaku pengawas lapangan guna untuk di di teruskan  kepada pimpinan perusahaan untuk di perbanyak dan di bagikan satu persatu kepada karyawan/buruh.,bhabinkamtibmas aipda w sihombing serah buku lurus berita hoax rancang undang undang cipta kerja amin bunhok awas lapang terus pimpin usaha banyak bagi satu karyawan buruh,1
539,@HendriS15616663,"Membalas 
@ganjarpranowo
 @PerekonomianRI
  dan 6 lainnyaPerlu sosialisasi Pak  isi dari RUU cipta kerja supaya menghindari pelanggaran di dunia kerja nanti. Kami rakyat kecil butuh pekerjaan blm tahu isi asli RUU tsb dan supaya nanti saat kmi dpt pekerjaan tidak dibohongi perusahaan dg alasan RUU hoax",balas sosialisasi isi rancang undang undang cipta kerja hindar langgar dunia kerja rakyat butuh kerja isi asli rancang undang undang kerja bohong usaha alas rancang undang undang hoax,0
540,@kantah_atam,"Hai #sobatATR/BPN, Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN) tengah menggodok rancangan undang-undang (RUU) Cipta Kerja khususnya dalam klaster pengadaan tanah. Menurut Dirjen Pengadaan Tanah Kementerian ATR/BPN Arie Yuriwin...https://instagram.com/p/CGXbWfOshYC/?igshid=9pkgah1z6g6d…",hai badan tahan nasional menteri agraria tata ruang badan tanah nasional badan tahan nasional godok rancang undang undang rancang undang undang cipta kerja kluster ada tanah dirjen ada tanah menteri badan tahan nasional arie yuriwin,1
542,@yawdahlaah,"Membalas 
@sbyfessyo opo se maksud e, pengesahan ruu ciptakerja ke demo terhadap ruu ciptakerja???

pengesahan ruu cipta >> demo >> ruu ciptakerja

hah??",balas maksud e kesah rancang undang undang cipta kerja demo rancang undang undang cipta kerja kesah rancang undang undang cipta demo rancang undang undang cipta kerja,0
543,@JhonSaheb1,"Membalas 
@KotoTrino
 dan 
@Dennysiregar7Baca....2 di berita lain kok melintir fitnah lagi orang kenyataan saya juga heran awal membaca berita gatot memuji ruu cipta kerja.. Makanya isi kuota jng numpang di warkop free wifi modal kopi secangkir rp 3000 ..",balas berita melintir fitnah orang nyata heran baca berita gatot puji rancang undang undang cipta kerja isi kuota tumpang warkop free wifi modal kopi cangkir rupiah,0
547,@bapas1jakbar,"Penyusunan awal substansi RUU Cipta Kerja telah dilakukan pada level kebijakan, yaitu pada sidang kabinet/rapat terbatas kabinet, rapat koordinasi, dan rapat di level teknis kementerian/lembaga. Simak utas berikut utk selengkapnya... Tweet Kutipan
#KamiPasti
@Kemenkumham_RI
 · 15 Okt
#SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
Tampilkan utas ini",susun substansi rancang undang undang cipta kerja level bijak sidang kabinet rapat batas kabinet rapat koordinasi rapat level teknis menteri lembaga simak utas lengkap tweet kutip oktober ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas yomin ya tampil utas,1
551,@retno_setyowat,"OmnibusLaw RUU Cipta kerja menyerhanakan perijinan UMKM sehingga menghilangkan praktek pungli 
#OmnibusLawBasmiKorupsi",omnibus law rancang undang undang cipta kerja sederhana izin usaha mikro tengah hilang praktik pungli,1
552,@RMOLOfficial,"3 Kelompok Pendemo RUU Ciptaker, Yang Terakhir Penumpang Gelap Yang Menjurus Pada Kekerasan https://politik.rmol.id/read/2020/10/17/456972/3-kelompok-pendemo-ruu-ciptaker-yang-terakhir-penumpang-gelap-yang-menjurus-pada-kekerasan… #ruuciptakerja #demoOmnibusLaw3 Kelompok Pendemo RUU Ciptaker, Yang Terakhir Penumpang Gelap Yang Menjurus Pada Kekerasan
Aksi unjuk rasa menolak RUU Cipta Kerja oleh kaum buruh dan mahasiswa sejatinya dijamin undang-undang. Tapi disayangkan, aksi diwarnai kekerasan
politik.rmol.id",kelompok demo rancang undang undang cipta kerja tumpang gelap jurus keras,0
553,@wasitoaoe,"Membalas 
@ferriyuupyKon dewe rakyat biasa RUU Cipta kerja yo menyangkut kesejahteraan rakyat, kok kowe muni ngono? Iku ngono gawe masa depanmu sisan. Kon jek enak pak duwek jajan dorong buk duwek spp dorong pak duwek gawe style ku dorong. Lucu!",balas rakyat rancang undang undang cipta kerja ya sejahtera rakyat bunyi depan sis kon jek enak jajan dorong sumbang bina didik dorong gaya dorong lucu,0
554,@Baranewsaceh,"Demo Tolak RUU Omnibus Law Cipta Kerja Di Batu Bara Ricuh https://youtu.be/2S6xKJYCnUU lewat 
@YouTubeDemo Tolak RUU Omnibus Law Cipta Kerja Di Batu Bara Ricuh
youtube.com",demo tolak rancang undang undang omnibus law cipta kerja batu bara ricuh,0
555,@GestiApr,"Katanya ruu cipta kerja untuk membuka peluang kerja selebar2nya.. tp ini malah diancam sulit dapet kerja. Pdhl pendemo banyak bgt. How?Tweet Kutipan
KOMPAS TV
@KompasTV
 · 16 Okt
Netizen Miris! Pelajar Ikut Demo Terancam Sulit Kerja, Eks Koruptor Boleh Maju Pilkada http://dlvr.it/RjhzjG",rancang undang undang cipta kerja buka peluang kerja ancam sulit kerja demo banget tweet kutip kompas televisi oktober netizen miris ajar demo ancam sulit kerja eks koruptor maju pilkada,0
557,@AGAMnSERE,Sedang membaca RUU cipta kerja.. 100 halaman pertama rasanya masih ok,baca rancang undang undang cipta kerja halaman oke,1
559,@_dailyHY,"uni students will hold another demonstration in protest of RUU cipta kerja next week. 

the power of people is stronger than people in power. stay safe everyone! Tweet Kutipan
CNN Indonesia
@CNNIndonesia
 · 16 Okt
Gagal Temui Jokowi, Mahasiswa Bakal Demo Lagi Pekan Depan https://cnnindonesia.com/nasional/20201016215248-20-559438/gagal-temui-jokowi-mahasiswa-bakal-demo-lagi-pekan-depan?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed…",uni murid tahan demonstrasi protes of rancang undang undang cipta kerja next minggu power of orang orang kuat orang orang power aman orang tweet kutip cnn indonesia oktober gagal temu jokowi mahasiswa demo pekan,0
560,@Mtuhasan02,"Nah kenapa baru sekarang pak ""GN"" menyadari bahwa penting dan sgt menguntungkan RUU Cipta Kerja inih.kemarin kemana aja??

Coba dari awal anda berpolitik yg santun,edukatif,dan membangun tentunya banyak yg respack sama anda.

Omnibuslaw Keren
#OmnibusLawPerkuatUMKM",sadar untung rancang undang undang cipta kerja kemarin mana coba politik santun edukatif bangun respek omnibus law keren,0
561,@n1ckeff,"Penting nih...
Simak sampai habis video Bang Hotman Paris membantah  video pelintiran tentang RUU Cipta Kerja
Omnibuslaw Keren
#OmnibusLawPerkuatUMKM0:51
711 tayangan",simak habis video bang hotman paris ban video pelintir rancang undang undang cipta kerja omnibus law keren tayang,1
563,@koboyngalam,"Hadirilah!
 DISKUSI AKTUAL 
Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam

Ahad, 18 Oktober 2020
Pukul 08.00 -- selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk d",hadir diskusi aktual telaah kritis undang undang omnibus law cipta kerja solusi islam ahad oktober selesai kesah omnibus law rancang undang undang cipta kerja senin oktober tolak elemen masyarakat bentuk d,0
565,@WulanWulandra,RUU Cipta Kerja libas para koruptor. Simak ya tweeps selamat pagi,rancang undang undang cipta kerja libas koruptor simak ya tweep selamat pagi,1
567,@Joy13Candy,"Membalas 
@Ngebutmaut
 @_decepticon007
 dan 
@VIVAcoidIyaa makanya saya juga gak setuju pengesahan RUU Cipta Kerja yg ada nanti kayak UU KPK sekarang jadi gak guna kasus"" Korupsi gak di publik, apalagi RUU omnibus law yg bisa merugikan banyak hal ",balas tuju kesah rancang undang undang cipta kerja kayak undang undang kpk korupsi publik rancang undang undang omnibus law rugi,0
568,@sendaljepitped1,"sebenarnya buruh/pekerja dapat menerima 6 manfaat dari UU Cipta Kerja. Hal tersebut disampaikan Labor Institute Indonesia setelah menganalisis Draft Akhir RUU Cipta Kerja khususnya klaster Ketenagakerjaan.
Omnibuslaw Keren
#OmnibusLawPerkuatUMKMBuruh/Pekerja Terima 6 Manfaat Dari UU Cipta Kerja
Labor Institute Indonesia atau Institute Pengembangan Alternatif Ketenagakerjaan Indonesia berpendapat bahwa sebenarnya buruh/pekerja dapat menerima 6 (enam) ma
jokowinomics.id",buruh kerja terima manfaat undang undang cipta kerja buruh institut indonesia analis draf rancang undang undang cipta kerja kluster ketenagakerjaan omnibus law keren kerja terima manfaat undang undang cipta kerja buruh institut indonesia institut kembang alternatif ketenagakerjaan indonesia dapat buruh kerja terima enam ma jokowinomics,1
569,@Amiuhfa,"Ada hal-hal yg harus diluruskan atas sebaran hoax mengenai omnibus law cipta kerja. Jadi baca deh draft RUU nya, biar gak asal menghujat aja

#OmnibusLawPerkuatUMKM",lurus sebar hoax omnibus law cipta kerja baca deh draf rancang undang undang biar hujat,1
570,@takarinamaku,"Belakangan ini wacana publik diramaikan dengan soal pengesahan RUU Omnibus Law Cipta Kerja.
https://beritasatu.com/rully-satriadi/nasional/687947/survei-indometer-901-persen-setuju-ruu-omnibus-law…
Omnibuslaw Keren
#OmnibusLawPerkuatUMKM",wacana publik ramai kesah rancang undang undang omnibus law cipta kerja,1
571,@billahfaiz2,"keberadaan Rancangan Undang-Undang (RUU) Omnibus Law Cipta Kerja merupakan upaya reformasi besar-besaran yang berdampak positif bagi Indonesia.
https://republika.co.id/berita/qia2fw383/tanggapan-bank-dunia-soal-pengesahan-uu-cipta-kerja… 
Omnibuslaw Keren
#OmnibusLawPerkuatUMKM",ada rancang undang undang rancang undang undang omnibus law cipta kerja upaya reformasi besar dampak positif indonesia,1
572,@PLovewarrior,"Efek positif RUU Cipta Kerja bisa dirasakan karena beleid ini dianggap mampu menghapus pembatasan yang berlebihan terhadap investasi.
Omnibuslaw Keren
#OmnibusLawPerkuatUMKMTanggapan Bank Dunia Soal Pengesahan UU Cipta Kerja
Naskh UU Cipta Kerja saat ini sedang diparaf oleh dua menteri.
republika.co.id",efek positif rancang undang undang cipta kerja rasa bijak anggap hapus batas investasi omnibus law keren bank dunia kesah undang undang cipta kerja naskah undang undang cipta kerja paraf menteri republik,1
